instance_id,node_id,x,y,cpu,memory,neighbors
16,33,0.501823,0.773825,0.7519,0.2177,3;14;17;18;27;37
16,34,0.130375,0.134871,0.5440,0.3681,4;25;30;38
16,35,0.559296,0.487861,0.2214,0.7383,6;12;20;26;27;41
16,36,0.652248,0.196099,0.6255,0.2527,15;19;26;28;31;39;43;46
16,37,0.615997,0.735668,0.4058,0.7764,1;3;10;12;20;33;49
16,38,0.246246,0.071644,0.5900,0.5753,4;5;25;30;32;34;46
16,39,0.776772,0.323412,0.2819,0.3442,19;26;36;41
16,40,0.924138,0.089595,0.2222,0.7823,0;19
16,41,0.671748,0.423541,0.8278,0.3976,12;20;26;35;39
16,42,0.348308,0.320738,0.5338,0.3241,5;22;28;29;46;48
16,43,0.593877,0.024207,0.2109,0.5248,15;28;31;32;36;46
16,44,0.304819,0.987652,0.7401,0.7176,7;11;17;18
16,45,0.616221,0.990159,0.3472,0.6231,3;49
16,46,0.442210,0.145818,0.5190,0.2812,5;15;22;28;31;32;36;38;42;43
16,47,0.044878,0.818172,0.8965,0.7855,7;11;16;21
16,48,0.199685,0.373821,0.2161,0.7598,2;8;22;24;29;42
16,49,0.757734,0.852764,0.8337,0.3905,1;3;9;10;37;45
17,0,0.557340,0.948602,0.3001,0.6150,3;5;30;32
17,1,0.118387,0.317598,0.8257,0.6779,8;11;17;19;37;41;46;49
17,2,0.879638,0.727080,0.6747,0.2741,3;6;9;21;23;29;45
17,3,0.765435,0.880132,0.1913,0.4696,0;2;6
17,4,0.414040,0.411252,0.3904,0.5143,10;14;24;25;34;38;40;49
17,5,0.443004,0.933769,0.4073,0.6746,0;20;30;32;43
17,6,0.894130,0.933250,0.5093,0.7699,2;3;21;23
17,7,0.273796,0.779108,0.4029,0.4284,10;20;28;32;42;43;44
17,8,0.106771,0.184746,0.7146,0.7474,1;11;17;19;37
17,9,0.762447,0.611982,0.5524,0.5957,2;13;16;29;31;35;39;45;48
17,10,0.266863,0.567043,0.2201,0.7213,4;7;28;40;41;46;49
17,11,0.230911,0.232183,0.2431,0.6272,1;8;17;19;37;38;46
17,12,0.687378,0.359261,0.4357,0.3857,13;15;16;24;27;31;34;35;39
17,13,0.688141,0.476602,0.7149,0.4678,9;12;15;16;27;29;31;34;35;39
17,14,0.502325,0.604712,0.6012,0.2705,4;20;28;34;36;40;43;48
17,15,0.712019,0.373959,0.2053,0.3217,12;13;16;27;31;34;35;39
17,16,0.852129,0.491446,0.5980,0.3519,9;12;13;15;27;29;31;35;39
17,17,0.137513,0.193260,0.4669,0.7132,1;8;11;19;37
17,18,0.032230,0.764539,0.5348,0.2035,22;42;44
17,19,0.015014,0.269859,0.8062,0.3427,1;8;11;17;37;46
17,20,0.413044,0.742367,0.5711,0.4854,5;7;14;28;30;32;36;40;43;48
17,21,0.988243,0.757777,0.4281,0.2476,2;6;23;45
17,22,0.066136,0.927103,0.5801,0.3468,18;33;42;44
17,23,0.985628,0.867129,0.5379,0.5719,2;6;21;45
17,24,0.489943,0.324896,0.5460,0.6952,4;12;25;34;38;47
17,25,0.457545,0.246784,0.1391,0.2890,4;24;26;34;38;47
17,26,0.404867,0.041826,0.6226,0.2220,25;47
17,27,0.735332,0.380374,0.7831,0.6002,12;13;15;16;29;31;34;35;39
17,28,0.312897,0.611505,0.7704,0.3791,7;10;14;20;36;40;43;49
17,29,0.742468,0.593806,0.8363,0.2294,2;9;13;16;27;31;35;39;48
17,30,0.525231,0.875783,0.4336,0.3069,0;5;20;32;43;48
17,31,0.786920,0.520649,0.6377,0.5667,9;12;13;15;16;27;29;35;39
17,32,0.451610,0.827010,0.6532,0.5570,0;5;7;20;30;36;40;43;48
17,33,0.042416,0.995836,0.7298,0.3065,22;42
17,34,0.518703,0.395611,0.4643,0.5474,4;12;13;14;15;24;25;27;38
17,35,0.735170,0.557701,0.8452,0.2559,9;12;13;15;16;27;29;31;39;48
17,36,0.516127,0.630649,0.3394,0.4211,14;20;28;32;40;43;48
17,37,0.049295,0.291179,0.4032,0.2406,1;8;11;17;19;46
17,38,0.398040,0.304554,0.4419,0.5303,4;11;24;25;34;47
17,39,0.827621,0.461347,0.3343,0.2807,9;12;13;15;16;27;29;31;35
17,40,0.422462,0.613134,0.6557,0.3647,4;10;14;20;28;32;36;43;48
17,41,0.054547,0.516970,0.5216,0.5148,1;10;46;49
17,42,0.142240,0.829894,0.6567,0.5672,7;18;22;33;44
17,43,0.451698,0.722647,0.1874,0.6378,5;7;14;20;28;30;32;36;40;48
17,44,0.113172,0.778731,0.6032,0.7923,7;18;22;42
17,45,0.937842,0.696114,0.4869,0.6132,2;9;21;23
17,46,0.135307,0.413559,0.8471,0.7918,1;10;11;19;37;41;49
17,47,0.450886,0.178879,0.3297,0.5653,24;25;26;38
17,48,0.590315,0.712634,0.3532,0.5152,9;14;20;29;30;32;35;36;40;43
17,49,0.201932,0.454683,0.8960,0.4123,1;4;10;28;41;46
18,0,0.546166,0.366970,0.6463,0.2246,14;15;23
18,1,0.978233,0.568150,0.8342,0.5825,18;48
18,2,0.704883,0.113164,0.8649,0.4591,23;27;29;37;41;47
18,3,0.481533,0.690497,0.8344,0.7150,30;32;38;40;43;45
18,4,0.142087,0.731293,0.3680,0.3603,7;10;31;39;43
18,5,0.983579,0.983668,0.1786,0.5926,16;22
18,6,0.778870,0.464936,0.4129,0.6639,11;13;15;19;25;33;44;48
18,7,0.078235,0.889915,0.6993,0.6406,4;39
18,8,0.088446,0.472452,0.5710,0.3170,10;12;20;24;26;42
18,9,0.741686,0.960411,0.3699,0.6142,49
18,10,0.078082,0.633688,0.2439,0.5286,4;8;20;24;31;39
18,11,0.798098,0.312500,0.6382,0.6990,6;13;15;23;25;33;35;37;41;48
18,12,0.052774,0.343546,0.1096,0.2586,8;20;24;26;28;34;42
18,13,0.778527,0.468869,0.1831,0.4676,6;11;15;19;25;33;44;48
18,14,0.512663,0.469232,0.2755,0.3700,0;23;38
18,15,0.733815,0.421016,0.2545,0.2142,0;6;11;13;19;23;25;33;37;44;48
18,16,0.960581,0.798223,0.1736,0.7631,5;18;22
18,17,0.289208,0.035326,0.6253,0.7013,21;46
18,18,0.922865,0.749425,0.8604,0.5828,1;16;22
18,19,0.726972,0.563706,0.6665,0.2720,6;13;15;44
18,20,0.061418,0.473161,0.7852,0.2779,8;10;12;24;26;42
18,21,0.169079,0.051620,0.6251,0.7399,17;28;34
18,22,0.990365,0.808896,0.5529,0.7803,5;16;18
18,23,0.624317,0.286816,0.8168,0.6174,0;2;11;14;15;29;37;41;46
18,24,0.082510,0.505596,0.3027,0.4802,8;10;12;20;42
18,25,0.851445,0.277849,0.8489,0.5833,6;11;13;15;33;35;37;41;48
18,26,0.132539,0.280972,0.8382,0.3658,8;12;20;28;34;42
18,27,0.857858,0.014203,0.4416,0.7420,2;35;41;47
18,28,0.111549,0.174614,0.7159,0.3940,12;21;26;34
18,29,0.591770,0.151136,0.2296,0.2444,2;23;37;41;46
18,30,0.446653,0.807841,0.7217,0.4297,3;31;32;36;38;40;43;45
18,31,0.261253,0.700775,0.3661,0.2360,4;10;30;38;39;40;43;45
18,32,0.484919,0.799372,0.8645,0.3588,3;30;36;38;40;43;45
18,33,0.862014,0.342848,0.4525,0.4950,6;11;13;15;25;35;37;44;48
18,34,0.084401,0.145070,0.8429,0.5662,12;21;26;28
18,35,0.933942,0.154150,0.2428,0.4952,11;25;27;33;37;41;47
18,36,0.495948,0.993586,0.2151,0.6612,30;32;49
18,37,0.770368,0.237947,0.2747,0.5860,2;11;15;23;25;29;33;35;41
18,38,0.440185,0.637575,0.8301,0.6292,3;14;30;31;32;40;43;45
18,39,0.210857,0.734361,0.1826,0.2438,4;7;10;31;40;43;45
18,40,0.345076,0.642261,0.5571,0.3504,3;30;31;32;38;39;43;45
18,41,0.755484,0.115994,0.4567,0.7379,2;11;23;25;27;29;35;37;47
18,42,0.167600,0.398745,0.2191,0.5842,8;12;20;24;26
18,43,0.301367,0.746151,0.8463,0.5988,3;4;30;31;32;38;39;40;45
18,44,0.752428,0.532521,0.3131,0.6200,6;13;15;19;33;48
18,45,0.379801,0.705608,0.8237,0.5448,3;30;31;32;38;39;40;43
18,46,0.474590,0.145150,0.5123,0.7639,17;23;29
18,47,0.870278,0.011863,0.4925,0.4616,2;27;35;41
18,48,0.927223,0.448821,0.7752,0.6686,1;6;11;13;15;25;33;44
18,49,0.678493,0.961763,0.7283,0.5241,9;36
19,0,0.015630,0.486967,0.7856,0.4935,2;9;13;14;35
19,1,0.006350,0.179413,0.8965,0.5549,12;14;41
19,2,0.089141,0.651756,0.7696,0.3675,0;9;13;16;18;25;33;39;43
19,3,0.886915,0.416222,0.6840,0.6417,11;15;27;32;34
19,4,0.807412,0.772563,0.2973,0.3964,10;24;29;46
19,5,0.692358,0.206160,0.5636,0.7351,8;11;17;20;21;22;31;32;42;49
19,6,0.639826,0.523087,0.5734,0.2894,15;27;29;31;47
19,7,0.412031,0.938090,0.5590,0.2030,36;45
19,8,0.610538,0.037621,0.8841,0.2240,5;20;21;42;44
19,9,0.180000,0.499888,0.4765,0.6612,0;2;13;14;35
19,10,0.950298,0.627192,0.1269,0.5187,4;15;24;27
19,11,0.782583,0.347854,0.4834,0.6788,3;5;15;17;22;27;31;32;34
19,12,0.004570,0.235639,0.7570,0.4715,1;14
19,13,0.117508,0.530199,0.2924,0.5351,0;2;9;14;33;35;39
19,14,0.095684,0.361901,0.1099,0.6391,0;1;9;12;13;35
19,15,0.761128,0.539723,0.8599,0.2796,3;6;10;11;27;29;32;34;47
19,16,0.219276,0.770331,0.3366,0.5886,2;18;25;28;33;37;39;43;45;48
19,17,0.659327,0.276427,0.1726,0.4879,5;11;20;22;31;32;42
19,18,0.193719,0.796613,0.3439,0.6220,2;16;25;28;33;37;39;43;45;48
19,19,0.685244,0.968574,0.7863,0.6484,36;40;46
19,20,0.474413,0.176324,0.1195,0.4729,5;8;17;22;23;30;38;44
19,21,0.670143,0.043116,0.7175,0.7245,5;8;42;49
19,22,0.644861,0.285065,0.4243,0.6739,5;11;17;20;23;31;32;38;44
19,23,0.434672,0.334295,0.3963,0.4786,20;22;30;38;44
19,24,0.805154,0.758408,0.6067,0.7162,4;10;29;46
19,25,0.043317,0.740417,0.1566,0.7361,2;16;18;28;33;37;39;43
19,26,0.924861,0.175888,0.3663,0.2196,32;34;49
19,27,0.785492,0.485061,0.4407,0.3619,3;6;10;11;15;29;31;32;34;47
19,28,0.116065,0.895079,0.8569,0.5255,16;18;25;33;37;39;43;48
19,29,0.721403,0.592707,0.7356,0.6726,4;6;15;24;27;47
19,30,0.325972,0.198751,0.1648,0.7285,20;23;41;44
19,31,0.676853,0.325685,0.6886,0.2329,5;6;11;17;22;27;32;34
19,32,0.778975,0.326132,0.8563,0.6048,3;5;11;15;17;22;26;27;31;34
19,33,0.098064,0.737748,0.8104,0.2666,2;13;16;18;25;28;37;39;43
19,34,0.869886,0.375532,0.3925,0.5715,3;11;15;26;27;31;32
19,35,0.220663,0.470990,0.3925,0.3052,0;9;13;14
19,36,0.484408,0.890489,0.5470,0.2402,7;19;40;45;46
19,37,0.144941,0.927887,0.6675,0.3228,16;18;25;28;33;39;43;45;48
19,38,0.454991,0.387330,0.8850,0.3432,20;22;23;44
19,39,0.136405,0.719821,0.1908,0.4871,2;13;16;18;25;28;33;37;43
19,40,0.632021,0.975556,0.8513,0.5481,19;36;46
19,41,0.202211,0.127212,0.8673,0.3259,1;30
19,42,0.692211,0.059652,0.6960,0.3353,5;8;17;21;49
19,43,0.136501,0.851651,0.3822,0.3604,2;16;18;25;28;33;37;39;45;48
19,44,0.458579,0.171201,0.6442,0.3663,8;20;22;23;30;38
19,45,0.343576,0.886409,0.1507,0.4071,7;16;18;36;37;43;48
19,46,0.603636,0.789547,0.4890,0.5160,4;19;24;36;40;47
19,47,0.637999,0.611528,0.1982,0.6259,6;15;27;29;46
19,48,0.169935,0.970136,0.6426,0.5197,16;18;28;37;43;45
19,49,0.855004,0.086474,0.3338,0.5726,5;21;26;42
20,0,0.799904,0.945365,0.7727,0.4676,1;18;27;40;43;47
20,1,0.808796,0.940876,0.1740,0.2330,0;18;27;40;43;47
20,2,0.065628,0.891903,0.6131,0.5501,13;14;20;25
20,3,0.457874,0.080170,0.2777,0.7614,10;35;39;42;44
20,4,0.897946,0.288373,0.3223,0.2135,5;26
20,5,0.956627,0.109365,0.5307,0.4673,4;23
20,6,0.275943,0.697082,0.6372,0.2524,16;17;20;32;41;46;48
20,7,0.496329,0.874993,0.5094,0.3167,18;22;36;45;46
20,8,0.520688,0.627276,0.3542,0.5630,16;17;28;37;41;46
20,9,0.293169,0.969575,0.8547,0.7451,14;22;25;36
20,10,0.541435,0.132027,0.3889,0.2888,3;12;19;35;42;44
20,11,0.346700,0.443860,0.7830,0.4218,16;17;19;24;32;34;37;38;42;49
20,12,0.644684,0.291517,0.3983,0.3708,10;15;19;26;35;42;44
20,13,0.062950,0.871794,0.3811,0.7865,2;14;20;25
20,14,0.232328,0.947449,0.7994,0.2526,2;9;13;20;25;36
20,15,0.644672,0.411692,0.6823,0.4665,12;26;42
20,16,0.342792,0.646051,0.8941,0.6822,6;8;11;17;24;32;37;41;46
20,17,0.326306,0.593357,0.3309,0.6834,6;8;11;16;24;32;37;41;46;48;49
20,18,0.696864,0.841908,0.8763,0.4543,0;1;7;28;40;45;47
20,19,0.445256,0.304082,0.8171,0.2837,10;11;12;24;34;35;37;42;44;49
20,20,0.131954,0.789348,0.5697,0.2516,2;6;13;14;25;36;41
20,21,0.171737,0.260007,0.2662,0.4848,29;30;31;33;34;38;49
20,22,0.484243,0.970724,0.7940,0.7920,7;9;36;45
20,23,0.769750,0.047319,0.1529,0.7761,5;44
20,24,0.353121,0.455927,0.7049,0.2531,11;16;17;19;32;34;37;38;42;49
20,25,0.166363,0.924132,0.4276,0.7486,2;9;13;14;20;36
20,26,0.711812,0.285247,0.4316,0.5335,4;12;15;35;44
20,27,0.973206,0.839332,0.6682,0.6531,0;1;43
20,28,0.692859,0.666356,0.2095,0.3116,8;18
20,29,0.153485,0.237905,0.4054,0.5323,21;30;31;33
20,30,0.041151,0.316626,0.1338,0.6957,21;29;31;33;38
20,31,0.126474,0.260407,0.7677,0.3823,21;29;30;33;38
20,32,0.184497,0.562487,0.5474,0.4781,6;11;16;17;24;38;41;48;49
20,33,0.034689,0.316944,0.1215,0.2015,21;29;30;31;38
20,34,0.343847,0.372915,0.3101,0.7736,11;19;21;24;37;38;42;49
20,35,0.539867,0.162598,0.7674,0.4835,3;10;12;19;26;42;44
20,36,0.301560,0.920434,0.6231,0.7356,7;9;14;20;22;25;41
20,37,0.404562,0.499417,0.4337,0.4951,8;11;16;17;19;24;34;41;46;49
20,38,0.145384,0.458041,0.6503,0.3469,11;21;24;30;31;32;33;34;48;49
20,39,0.320218,0.004294,0.1955,0.3663,3
20,40,0.738495,0.975601,0.8955,0.2400,0;1;18;43;45;47
20,41,0.331281,0.705451,0.6965,0.5486,6;8;16;17;20;32;36;37;46
20,42,0.473911,0.289827,0.5525,0.7210,3;10;11;12;15;19;24;34;35;44;49
20,43,0.944010,0.980690,0.6024,0.4856,0;1;27;40
20,44,0.573728,0.147083,0.6554,0.2718,3;10;12;19;23;26;35;42
20,45,0.565232,0.906881,0.5100,0.5452,7;18;22;40;47
20,46,0.442106,0.689147,0.7762,0.2977,6;7;8;16;17;37;41
20,47,0.731641,0.900174,0.1468,0.3918,0;1;18;40;45
20,48,0.139423,0.550960,0.8027,0.2813,6;17;32;38
20,49,0.308082,0.401630,0.2306,0.3636,11;17;19;21;24;32;34;37;38;42
21,0,0.973580,0.098686,0.4443,0.7490,4;16;25;45;49
21,1,0.214015,0.504195,0.4069,0.3887,5;23;34;42;47
21,2,0.707756,0.366463,0.4011,0.4758,3;10;13;15;29;30;32;45;46
21,3,0.589381,0.439666,0.1263,0.5340,2;10;13;15;29;30;32;33;34;37;46
21,4,0.957748,0.180849,0.7883,0.3818,0;16;25;26;45;49
21,5,0.354822,0.379615,0.6648,0.4949,1;6;15;23;34;47
21,6,0.214274,0.227554,0.2076,0.6294,5;8;11;12;22;36;38;43;47
21,7,0.112845,0.984613,0.4900,0.2656,17;19;24;28
21,8,0.123615,0.110316,0.6400,0.5960,6;12;22;36;38;39;43
21,9,0.135912,0.762274,0.6483,0.5433,17;24;28;31;35;42
21,10,0.704731,0.557132,0.4807,0.7126,2;3;30;32;37;44;46;48
21,11,0.040609,0.328115,0.5053,0.4348,6;12;22;36
21,12,0.115723,0.283611,0.4958,0.7825,6;8;11;22;36;38;43;47
21,13,0.600390,0.312007,0.5936,0.4117,2;3;15;29;32;46
21,14,0.976179,0.443956,0.8822,0.3923,26;48
21,15,0.553916,0.290589,0.1225,0.2271,2;3;5;13;20;29;32
21,16,0.855366,0.188785,0.7695,0.4093,0;4;25;26;29;45;49
21,17,0.069609,0.841058,0.6936,0.2161,7;9;19;24;28;31
21,18,0.475677,0.679131,0.8131,0.4048,21;23;33;34;35;37;41
21,19,0.179297,0.998723,0.1779,0.4071,7;17;24;28
21,20,0.491648,0.105172,0.3859,0.4108,15
21,21,0.438058,0.658548,0.6290,0.3486,18;23;31;33;34;35;37;41
21,22,0.085006,0.143368,0.6185,0.5555,6;8;11;12;36;38;39;43
21,23,0.400624,0.590557,0.8283,0.2393,1;5;18;21;33;34;35;37;41
21,24,0.101722,0.925290,0.3439,0.4026,7;9;17;19;28;31
21,25,0.977853,0.064710,0.1158,0.3957,0;4;16;49
21,26,0.975207,0.338632,0.4687,0.7180,4;14;16
21,27,0.594961,0.990661,0.5544,0.7408,40
21,28,0.122762,0.838109,0.3133,0.6176,7;9;17;19;24;31;35;42
21,29,0.725201,0.278518,0.5704,0.7915,2;3;13;15;16;32;45
21,30,0.713494,0.581919,0.4022,0.4342,2;3;10;32;44;46;48
21,31,0.272973,0.789493,0.5580,0.6850,9;17;21;24;28;35;41;42
21,32,0.643831,0.400236,0.1800,0.6051,2;3;10;13;15;29;30;46
21,33,0.475826,0.603165,0.3688,0.5017,3;18;21;23;34;37;41;46
21,34,0.404444,0.484533,0.7119,0.4037,1;3;5;18;21;23;33;37;41;47
21,35,0.278891,0.768000,0.5919,0.4180,9;18;21;23;28;31;41;42
21,36,0.108037,0.250690,0.4488,0.4982,6;8;11;12;22;38;39;43;47
21,37,0.497274,0.628371,0.7779,0.6723,3;10;18;21;23;33;34;41;46
21,38,0.134608,0.099603,0.7723,0.5215,6;8;12;22;36;39;43
21,39,0.052852,0.068229,0.3299,0.2285,8;22;36;38;43
21,40,0.678107,0.972073,0.8970,0.4412,27;44
21,41,0.382633,0.679204,0.2807,0.6457,18;21;23;31;33;34;35;37
21,42,0.152737,0.621967,0.1736,0.7065,1;9;28;31;35
21,43,0.096334,0.076517,0.1758,0.4021,6;8;12;22;36;38;39
21,44,0.751610,0.767572,0.1538,0.6807,10;30;40
21,45,0.792731,0.201932,0.4802,0.3258,0;2;4;16;29
21,46,0.662093,0.490250,0.7365,0.5909,2;3;10;13;30;32;33;37;48
21,47,0.261665,0.343616,0.3415,0.6825,1;5;6;12;34;36
21,48,0.859672,0.546620,0.4463,0.5240,10;14;30;46
21,49,0.952580,0.031599,0.2601,0.4414,0;4;16;25
22,0,0.624964,0.453229,0.3904,0.6294,5;9;16;17;20;39;40;45
22,1,0.763442,0.180601,0.7571,0.2126,16;31;39;41
22,2,0.018603,0.703332,0.8734,0.5635,11;25;27;28
22,3,0.862710,0.576843,0.7732,0.5973,5;6;24;26;32
22,4,0.212953,0.962117,0.8527,0.6144,13;19;25;27;37;43;46
22,5,0.742208,0.467295,0.7310,0.3438,0;3;6;9;17;24;39;40;45
22,6,0.937163,0.532719,0.5422,0.3856,3;5;24;26;32
22,7,0.614422,0.769119,0.8668,0.4177,15;21;24;34;35;48
22,8,0.433724,0.566116,0.7498,0.2732,9;12;20;21;30;45;47
22,9,0.626758,0.522270,0.7936,0.7146,0;5;8;17;20;40;45
22,10,0.364275,0.147744,0.4108,0.7459,30;38;42;44
22,11,0.150473,0.685307,0.4144,0.7868,2;19;25;27;28
22,12,0.300276,0.435389,0.3044,0.2542,8;20;30;47
22,13,0.318653,0.830214,0.7582,0.3413,4;15;19;21;25;35;37;43;46
22,14,0.064428,0.203558,0.2683,0.7341,18;22;23;33;38
22,15,0.412438,0.823711,0.8327,0.5788,7;13;19;21;35;37;46
22,16,0.646043,0.256447,0.8036,0.6600,0;1;17;31;39;40;41;44
22,17,0.601232,0.405866,0.4250,0.2203,0;5;9;16;20;30;39;40;45
22,18,0.113559,0.191916,0.7932,0.6939,14;22;23;33;38
22,19,0.245587,0.827229,0.8524,0.4827,4;11;13;15;25;37;43;46
22,20,0.464160,0.559825,0.4304,0.7047,0;8;9;12;17;21;30;40;45;47
22,21,0.436133,0.646922,0.6739,0.7261,7;8;13;15;20;35;45
22,22,0.037004,0.159358,0.7562,0.6946,14;18;23;33;38
22,23,0.136431,0.258397,0.6588,0.5038,14;18;22;33;38
22,24,0.803538,0.658671,0.3815,0.5613,3;5;6;7;32
22,25,0.175985,0.852521,0.7507,0.6427,2;4;11;13;19;27;37;43
22,26,0.963787,0.485842,0.4626,0.2164,3;6
22,27,0.019909,0.859584,0.1417,0.5850,2;4;11;25;43
22,28,0.083930,0.601600,0.6041,0.6746,2;11
22,29,0.867172,0.900575,0.2089,0.4404,32;34;36;48;49
22,30,0.407007,0.363434,0.6026,0.3882,8;10;12;17;20;40;42;44;47
22,31,0.657431,0.090306,0.1658,0.2947,1;16;41
22,32,0.943162,0.724234,0.5131,0.7818,3;6;24;29;36
22,33,0.140560,0.111932,0.7645,0.6579,14;18;22;23;38
22,34,0.734480,0.932935,0.7776,0.6115,7;29;36;48;49
22,35,0.521958,0.828982,0.7341,0.3916,7;13;15;21;46;48
22,36,0.949675,0.931556,0.4827,0.6411,29;32;34;49
22,37,0.251808,0.884565,0.3085,0.6125,4;13;15;19;25;43;46
22,38,0.238077,0.122277,0.7614,0.6797,10;14;18;22;23;33;42
22,39,0.806687,0.329286,0.2589,0.4487,0;1;5;16;17;41
22,40,0.584326,0.389951,0.2455,0.7258,0;5;9;16;17;20;30;44;45
22,41,0.748374,0.235938,0.8558,0.7306,1;16;31;39
22,42,0.422869,0.144278,0.2796,0.7689,10;30;38;44
22,43,0.175154,0.969923,0.8385,0.5883,4;13;19;25;27;37;46
22,44,0.439475,0.254306,0.6013,0.7441,10;16;30;40;42;47
22,45,0.589481,0.490359,0.8793,0.3190,0;5;8;9;17;20;21;40
22,46,0.374705,0.948711,0.6610,0.3013,4;13;15;19;35;37;43
22,47,0.316490,0.423781,0.4208,0.4573,8;12;20;30;44
22,48,0.682738,0.963315,0.3081,0.2534,7;29;34;35;49
22,49,0.879434,0.936972,0.3943,0.7683,29;34;36;48
23,0,0.117351,0.718583,0.7767,0.7201,3;4;41;45
23,1,0.435159,0.919989,0.1989,0.2561,12;29;36;46
23,2,0.453708,0.673610,0.7945,0.3084,13;23;31;37;45;48;49
23,3,0.118512,0.713564,0.2346,0.5052,0;4;41;45
23,4,0.190544,0.861937,0.3182,0.7345,0;3;36;41;45
23,5,0.782122,0.287962,0.5685,0.5501,8;9;18;25;28;30;39
23,6,0.494168,0.130199,0.8773,0.5156,10;14;20;25;28
23,7,0.856338,0.600083,0.5566,0.4499,16;17;27;40
23,8,0.995207,0.282967,0.1615,0.6610,5;30;39
23,9,0.677189,0.418331,0.6415,0.7324,5;18;25;28;49
23,10,0.408524,0.145943,0.1208,0.6088,6;11;14;20;28;44
23,11,0.290193,0.261799,0.6445,0.4365,10;15;20;26;32;38
23,12,0.617680,0.907328,0.5723,0.7707,1;23;29;35;37;42;46
23,13,0.369638,0.684267,0.7696,0.2923,2;31;36;45;48
23,14,0.458164,0.010320,0.1649,0.6984,6;10
23,15,0.133205,0.323246,0.6276,0.4724,11;20;24;32;33;38;43
23,16,0.693024,0.686852,0.8642,0.5565,7;17;23;37;42
23,17,0.713336,0.708453,0.1046,0.7819,7;16;23;34;37;42
23,18,0.736104,0.256226,0.6249,0.7705,5;9;25;28;30;39
23,19,0.095279,0.058752,0.3599,0.6389,24;32;33;43;44
23,20,0.332863,0.234841,0.6875,0.7744,6;10;11;15;26;38
23,21,0.908227,0.996739,0.5553,0.3268,22;34;35
23,22,0.939322,0.967210,0.1389,0.5862,21;34;35;40
23,23,0.598232,0.748242,0.3585,0.2333,2;12;16;17;29;37;42
23,24,0.045512,0.253657,0.1566,0.7711,15;19;32;33;43
23,25,0.619658,0.302507,0.4051,0.4393,5;6;9;18;28
23,26,0.394697,0.370901,0.2424,0.7790,11;20;28;31;38;49
23,27,0.968058,0.559560,0.7924,0.2535,7;40
23,28,0.580487,0.260292,0.7819,0.2978,5;6;9;10;18;25;26
23,29,0.503747,0.930327,0.7236,0.3710,1;12;23;37;42;46
23,30,0.877897,0.131920,0.7020,0.5924,5;8;18;39;47
23,31,0.317317,0.530424,0.1965,0.4945,2;13;26;45;48;49
23,32,0.141796,0.116842,0.4459,0.6838,11;15;19;24;33;43;44
23,33,0.044162,0.127871,0.3481,0.6110,15;19;24;32;43;44
23,34,0.871680,0.834804,0.2050,0.5993,17;21;22;35;40;42
23,35,0.747823,0.926237,0.7656,0.5076,12;21;22;34;37;42
23,36,0.282926,0.876936,0.4917,0.7312,1;4;13;41;45;46;48
23,37,0.612932,0.761564,0.4812,0.5378,2;12;16;17;23;29;35;42
23,38,0.263758,0.313010,0.4385,0.6539,11;15;20;26
23,39,0.892672,0.315543,0.7488,0.5683,5;8;18;30
23,40,0.994565,0.763675,0.4473,0.4556,7;22;27;34
23,41,0.151265,0.853034,0.1324,0.4050,0;3;4;36;45
23,42,0.657419,0.798220,0.4708,0.3345,12;16;17;23;29;34;35;37
23,43,0.053222,0.148621,0.6490,0.2930,15;19;24;32;33;44
23,44,0.229861,0.035862,0.4963,0.5777,10;19;32;33;43
23,45,0.260224,0.705963,0.5197,0.3744,0;2;3;4;13;31;36;41;48
23,46,0.436430,0.995202,0.4499,0.7443,1;12;29;36
23,47,0.927206,0.040792,0.4821,0.2892,30
23,48,0.356520,0.709029,0.2022,0.7417,2;13;31;36;45
23,49,0.485200,0.492989,0.7732,0.5139,2;9;26;31
24,0,0.295482,0.047728,0.8143,0.4503,1;5;6;14;18;25;33;34;49
24,1,0.076533,0.045095,0.4787,0.4969,0;5;14;18;26;34;39
24,2,0.107632,0.424914,0.8512,0.4081,8;32
24,3,0.094484,0.660855,0.6580,0.2125,9;10
24,4,0.568478,0.253380,0.3304,0.3153,6;7;12;24;37;43;48
24,5,0.254860,0.081770,0.3751,0.3393,0;1;14;18;25;34;39;49
24,6,0.503445,0.113935,0.2758,0.7454,0;4;7;12;17;25;33;37;43;49
24,7,0.661578,0.179552,0.3713,0.5613,4;6;12;17;24;28;31;37;43
24,8,0.182208,0.392957,0.7740,0.5942,2;14;32
24,9,0.083291,0.876755,0.2049,0.3760,3;27
24,10,0.297648,0.587208,0.6691,0.7759,3;11;19;23;30;32;44
24,11,0.454998,0.670260,0.7665,0.6039,10;19;23;29;30;36;38;40;44;45;47
24,12,0.623810,0.265074,0.6877,0.6776,4;6;7;24;31;37;43;48
24,13,0.966720,0.871345,0.7398,0.7067,20;41
24,14,0.187192,0.185087,0.5975,0.3695,0;1;5;8;18;25;26;34;49
24,15,0.747029,0.604053,0.6994,0.6002,21;24;29;40;42;45
24,16,0.871616,0.106331,0.2033,0.3197,28;31
24,17,0.534376,0.005847,0.5846,0.2605,6;7;33;37
24,18,0.116678,0.171735,0.4328,0.7963,0;1;5;14;25;26;34;39
24,19,0.477120,0.691806,0.3429,0.3257,10;11;23;29;30;36;38;40;44;45;47
24,20,0.868781,0.965804,0.1376,0.2109,13;35;41
